taxid	organism_name	annotation_id	annotation_url	assembly_accession	assembly_url	busco_complete	busco_duplicated	busco_single_copy	busco_fragmented	busco_missing
9888	Muntiacus muntjak	537dadbd1b4efdaf1940465a47e39415	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/782/695/GCA_008782695.1_UCB_Mmun_1.0/GCA_008782695.1_UCB_Mmun_1.0_genomic.gff.gz	GCA_008782695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/782/695/GCA_008782695.1_UCB_Mmun_1.0/GCA_008782695.1_UCB_Mmun_1.0_genomic.fna.gz	92.2	6.2	86.0	7.0	0.8
9891	Antilocapra americana	91480759002a5156d131ba91a8fa064b	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Antilocapra_americana/GCA_007570785.1/ensembl/geneset/2024_01/genes.gff3.gz	GCA_007570785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/570/785/GCA_007570785.1_GSC_phorn_1.0/GCA_007570785.1_GSC_phorn_1.0_genomic.fna.gz	98.4	10.1	88.4	1.6	0.0
9906	Bos javanicus	585c8b38db69e2c4c783e8b0ad669462	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/452/875/GCF_032452875.1_ARS-OSU_banteng_1.0/GCF_032452875.1_ARS-OSU_banteng_1.0_genomic.gff.gz	GCF_032452875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/452/875/GCF_032452875.1_ARS-OSU_banteng_1.0/GCF_032452875.1_ARS-OSU_banteng_1.0_genomic.fna.gz	99.2	5.4	93.8	0.8	0.0
9913	Bos taurus	90da11fecf08c86f0aaa00f15d5cf688	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/795/GCF_002263795.3_ARS-UCD2.0/GCF_002263795.3_ARS-UCD2.0_genomic.gff.gz	GCF_002263795.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/795/GCF_002263795.3_ARS-UCD2.0/GCF_002263795.3_ARS-UCD2.0_genomic.fna.gz	100.0	4.7	95.3	0.0	0.0
9915	Bos indicus	47356043e84f065bf1152ada80028039	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/378/745/GCF_029378745.1_NIAB-ARS_B.indTharparkar_mat_pri_1.0/GCF_029378745.1_NIAB-ARS_B.indTharparkar_mat_pri_1.0_genomic.gff.gz	GCF_029378745.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/378/745/GCF_029378745.1_NIAB-ARS_B.indTharparkar_mat_pri_1.0/GCF_029378745.1_NIAB-ARS_B.indTharparkar_mat_pri_1.0_genomic.fna.gz	97.7	2.3	95.3	2.3	0.0
9925	Capra hircus	4729f7ca5ca8ddd660e860fb08a40e12	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/735/815/GCA_041735815.1_T2T-goat2.0/GCA_041735815.1_T2T-goat2.0_genomic.gff.gz	GCA_041735815.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/041/735/815/GCA_041735815.1_T2T-goat2.0/GCA_041735815.1_T2T-goat2.0_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
9940	Ovis aries	1a95e29274549df59b64baa2bfb58880	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Ovis_aries/GCA_022432825.1/ensembl/geneset/2023_10/genes.gff3.gz	GCA_022432825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/432/825/GCA_022432825.1_ASM2243282v1/GCA_022432825.1_ASM2243282v1_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
9946	Tragelaphus strepsiceros	2745fc7ca0b2e5a67d0d318b82cb3f3a	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Tragelaphus_strepsiceros/GCA_006410795.1/ensembl/geneset/2020_05/genes.gff3.gz	GCA_006410795.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/795/GCA_006410795.1_GTK/GCA_006410795.1_GTK_genomic.fna.gz	92.2	2.3	89.9	5.4	2.3
9970	Syncerus caffer	af435e05203b239415c8bbc9217d67bb	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Syncerus_caffer/GCA_902825105.1/ensembl/geneset/2020_06/genes.gff3.gz	GCA_902825105.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/825/105/GCA_902825105.1_synceruscaffer/GCA_902825105.1_synceruscaffer_genomic.fna.gz	96.9	2.3	94.6	1.6	1.6
9974	Manis javanica	4da45dbeb533ac3fd411c1b6526fd627	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/605/085/GCA_024605085.1_ASM2460508v1/GCA_024605085.1_ASM2460508v1_genomic.gff.gz	GCA_024605085.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/605/085/GCA_024605085.1_ASM2460508v1/GCA_024605085.1_ASM2460508v1_genomic.fna.gz	99.2	0.8	98.4	0.0	0.8
9978	Ochotona princeps	d4798203cb72d781d06478c36c3ed162	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/435/755/GCF_030435755.1_mOchPri1.hap1/GCF_030435755.1_mOchPri1.hap1_genomic.gff.gz	GCF_030435755.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/435/755/GCF_030435755.1_mOchPri1.hap1/GCF_030435755.1_mOchPri1.hap1_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
9983	Lepus europaeus	6f71bff82c1a6a83ecbaef73d3af4664	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/115/175/GCF_033115175.1_mLepTim1.pri/GCF_033115175.1_mLepTim1.pri_genomic.gff.gz	GCF_033115175.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/115/175/GCF_033115175.1_mLepTim1.pri/GCF_033115175.1_mLepTim1.pri_genomic.fna.gz	99.2	10.1	89.1	0.8	0.0
9986	Oryctolagus cuniculus	3deb861ddd0cd9fc379a22674dd2ab06	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/237/555/GCF_964237555.1_mOryCun1.1/GCF_964237555.1_mOryCun1.1_genomic.gff.gz	GCF_964237555.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/237/555/GCF_964237555.1_mOryCun1.1/GCF_964237555.1_mOryCun1.1_genomic.fna.gz	96.9	3.1	93.8	3.1	0.0
9988	Sylvilagus floridanus	fbd82c7bf2c4be2cd42e27bde2e54455	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Sylvilagus_floridanus/GCA_949820135.1/ensembl/geneset/2023_10/genes.gff3.gz	GCA_949820135.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/820/135/GCA_949820135.1_mSylFlo1.10/GCA_949820135.1_mSylFlo1.10_genomic.fna.gz	96.9	3.9	93.0	1.6	1.6
9994	Marmota marmota marmota	aa7ef47cbc72683f04fb98cfff2c0941	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/458/135/GCF_001458135.2_marMar/GCF_001458135.2_marMar_genomic.gff.gz	GCF_001458135.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/458/135/GCF_001458135.2_marMar/GCF_001458135.2_marMar_genomic.fna.gz	96.1	6.2	89.9	3.9	0.0
9995	Marmota monax	c6fad1655a069b55c85561a687aeea5d	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/218/885/GCF_021218885.2_Marmota_monax_Labrador192_F-V1.1/GCF_021218885.2_Marmota_monax_Labrador192_F-V1.1_genomic.gff.gz	GCF_021218885.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/218/885/GCF_021218885.2_Marmota_monax_Labrador192_F-V1.1/GCF_021218885.2_Marmota_monax_Labrador192_F-V1.1_genomic.fna.gz	100.0	5.4	94.6	0.0	0.0
9997	Spermophilus citellus	ae9d58d45c7d7810fffc804441cb28fd	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/194/105/GCF_964194105.1_mSpeCit3.1/GCF_964194105.1_mSpeCit3.1_genomic.gff.gz	GCF_964194105.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/964/194/105/GCF_964194105.1_mSpeCit3.1/GCF_964194105.1_mSpeCit3.1_genomic.fna.gz	98.4	3.9	94.6	1.6	0.0
9999	Urocitellus parryii	0401a6bd826ea0085c5569b2ac77adab	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/843/805/GCF_045843805.1_mUroPar1.hap1/GCF_045843805.1_mUroPar1.hap1_genomic.gff.gz	GCF_045843805.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/045/843/805/GCF_045843805.1_mUroPar1.hap1/GCF_045843805.1_mUroPar1.hap1_genomic.fna.gz	98.4	1.6	96.9	0.8	0.8
10020	Dipodomys ordii	f3ba72758064de08eabd08452b17876b	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/885/GCF_000151885.1_Dord_2.0/GCF_000151885.1_Dord_2.0_genomic.gff.gz	GCF_000151885.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/885/GCF_000151885.1_Dord_2.0/GCF_000151885.1_Dord_2.0_genomic.fna.gz	93.0	1.6	91.5	6.2	0.8
10029	Cricetulus griseus	1e022651486e2cb0a045342da07cc7c4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/668/045/GCF_003668045.3_CriGri-PICRH-1.0/GCF_003668045.3_CriGri-PICRH-1.0_genomic.gff.gz	GCF_003668045.3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/668/045/GCF_003668045.3_CriGri-PICRH-1.0/GCF_003668045.3_CriGri-PICRH-1.0_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
10034	Cricetus cricetus	bd74ecbf5bab9ddee4758abcd94ff6d0	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cricetus_cricetus/GCA_964304595.1/ensembl/geneset/2024_12/genes.gff3.gz	GCA_964304595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/304/595/GCA_964304595.1_mCriCri2.1/GCA_964304595.1_mCriCri2.1_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
10036	Mesocricetus auratus	a1e1790c16df5f50f84fa4458a1333ec	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/785/GCF_017639785.1_BCM_Maur_2.0/GCF_017639785.1_BCM_Maur_2.0_genomic.gff.gz	GCF_017639785.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/785/GCF_017639785.1_BCM_Maur_2.0/GCF_017639785.1_BCM_Maur_2.0_genomic.fna.gz	100.0	3.9	96.1	0.0	0.0
10041	Peromyscus leucopus	9090d6ee310f13084ff204b92bc97ac5	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/664/715/GCF_004664715.2_UCI_PerLeu_2.1/GCF_004664715.2_UCI_PerLeu_2.1_genomic.gff.gz	GCF_004664715.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/664/715/GCF_004664715.2_UCI_PerLeu_2.1/GCF_004664715.2_UCI_PerLeu_2.1_genomic.fna.gz	99.2	7.0	92.2	0.0	0.8
10047	Meriones unguiculatus	5b499ba0622699b8b503facee4374c6e	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/254/825/GCF_030254825.1_Bangor_MerUng_6.1/GCF_030254825.1_Bangor_MerUng_6.1_genomic.gff.gz	GCF_030254825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/254/825/GCF_030254825.1_Bangor_MerUng_6.1/GCF_030254825.1_Bangor_MerUng_6.1_genomic.fna.gz	100.0	3.9	96.1	0.0	0.0
10058	Microtus pennsylvanicus	6f1f7c2f7ed1135d194820e90aa8640a	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/038/515/GCF_037038515.1_mMicPen1.hap1/GCF_037038515.1_mMicPen1.hap1_genomic.gff.gz	GCF_037038515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/037/038/515/GCF_037038515.1_mMicPen1.hap1/GCF_037038515.1_mMicPen1.hap1_genomic.fna.gz	100.0	2.3	97.7	0.0	0.0
10068	Acomys cahirinus	b1864a752dab231a0f4f938e832a6dd7	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Acomys_cahirinus/GCA_029890205.1/ensembl/geneset/2023_11/genes.gff3.gz	GCA_029890205.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/890/205/GCA_029890205.1_ASM2989020v1/GCA_029890205.1_ASM2989020v1_genomic.fna.gz	96.9	0.8	96.1	2.3	0.8
10089	Mus caroli	b63032437eb86699fb1eb9e2a0590790	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/665/GCF_900094665.2_CAROLI_EIJ_v1.1/GCF_900094665.2_CAROLI_EIJ_v1.1_genomic.gff.gz	GCF_900094665.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/094/665/GCF_900094665.2_CAROLI_EIJ_v1.1/GCF_900094665.2_CAROLI_EIJ_v1.1_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
10090	Mus musculus	44907b464ec65fc7e1d2161b22b3a493	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Mus_musculus/GCA_001624295.1/community/geneset/2018_01/genes.gff3.gz	GCA_001624295.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/295/GCA_001624295.1_AKR_J_v1/GCA_001624295.1_AKR_J_v1_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
10091	Mus musculus castaneus	9ce0a093e459ba0037965be1889f4e0b	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Mus_musculus_castaneus/GCA_001624445.1/community/geneset/2018_01/genes.gff3.gz	GCA_001624445.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/445/GCA_001624445.1_CAST_EiJ_v1/GCA_001624445.1_CAST_EiJ_v1_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
10092	Mus musculus domesticus	ccc0b04b7a114ae5ebf35d1634d85aca	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Mus_musculus_domesticus/GCA_001624835.1/community/geneset/2018_01/genes.gff3.gz	GCA_001624835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/835/GCA_001624835.1_WSB_EiJ_v1/GCA_001624835.1_WSB_EiJ_v1_genomic.fna.gz	99.2	0.8	98.4	0.8	0.0
10093	Mus pahari	abecf8dc1f3956c843f38e5e36432350	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/145/GCF_900095145.1_PAHARI_EIJ_v1.1/GCF_900095145.1_PAHARI_EIJ_v1.1_genomic.gff.gz	GCF_900095145.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/145/GCF_900095145.1_PAHARI_EIJ_v1.1/GCF_900095145.1_PAHARI_EIJ_v1.1_genomic.fna.gz	97.7	1.6	96.1	2.3	0.0
10096	Mus spretus	3561bb7ec0e6b029a76fbcd90cb13dea	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Mus_spretus/GCA_001624865.1/community/geneset/2018_01/genes.gff3.gz	GCA_001624865.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/624/865/GCA_001624865.1_SPRET_EiJ_v1/GCA_001624865.1_SPRET_EiJ_v1_genomic.fna.gz	99.2	0.8	98.4	0.8	0.0
10105	Mus minutoides	2b00785dd7287da3d29def0344b111ef	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Mus_minutoides/GCA_902729475.2/ensembl/geneset/2023_03/genes.gff3.gz	GCA_902729475.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/729/475/GCA_902729475.2_Mus_minutoides_I6164_v1/GCA_902729475.2_Mus_minutoides_I6164_v1_genomic.fna.gz	94.6	3.1	91.5	2.3	3.1
10116	Rattus norvegicus	db77141f40de51c448df980b59db68c2	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Rattus_norvegicus/GCA_021556685.1/ensembl/geneset/2023_01/genes.gff3.gz	GCA_021556685.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/556/685/GCA_021556685.1_UTH_Rnor_SHRSP_BbbUtx_1.0/GCA_021556685.1_UTH_Rnor_SHRSP_BbbUtx_1.0_genomic.fna.gz	100.0	3.1	96.9	0.0	0.0
10117	Rattus rattus	89722c8b7f7c4c2e32815b99ba6a960d	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/425/GCF_011064425.1_Rrattus_CSIRO_v1/GCF_011064425.1_Rrattus_CSIRO_v1_genomic.gff.gz	GCF_011064425.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/064/425/GCF_011064425.1_Rrattus_CSIRO_v1/GCF_011064425.1_Rrattus_CSIRO_v1_genomic.fna.gz	97.7	5.4	92.2	2.3	0.0
10129	Apodemus sylvaticus	8324fcffa907c0a1277a492e621b1966	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/179/515/GCF_947179515.1_mApoSyl1.1/GCF_947179515.1_mApoSyl1.1_genomic.gff.gz	GCF_947179515.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/947/179/515/GCF_947179515.1_mApoSyl1.1/GCF_947179515.1_mApoSyl1.1_genomic.fna.gz	99.2	2.3	96.9	0.8	0.0
10141	Cavia porcellus	ea160b8dc338cf67ac4c73d54b261f02	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Cavia_porcellus/GCA_000151735.1/ensembl/geneset/2017_07/genes.gff3.gz	GCA_000151735.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/735/GCA_000151735.1_Cavpor3.0/GCA_000151735.1_Cavpor3.0_genomic.fna.gz	100.0	1.6	98.4	0.0	0.0
10149	Hydrochoerus hydrochaeris	2bba195748785f3e9a803dccee5107d3	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Hydrochoerus_hydrochaeris/GCA_015741225.1/ensembl/geneset/2023_07/genes.gff3.gz	GCA_015741225.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/741/225/GCA_015741225.1_Hydrochoerus_hydrochaeris_HiC/GCA_015741225.1_Hydrochoerus_hydrochaeris_HiC_genomic.fna.gz	94.6	0.8	93.8	3.1	2.3
10160	Octodon degus	a05de660a12b4674041b666ee2c381b4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/255/GCF_000260255.1_OctDeg1.0/GCF_000260255.1_OctDeg1.0_genomic.gff.gz	GCF_000260255.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/260/255/GCF_000260255.1_OctDeg1.0/GCF_000260255.1_OctDeg1.0_genomic.fna.gz	95.3	11.6	83.7	4.7	0.0
10166	Ctenodactylus gundi	594ee52f65f00cabfd26e9a7cb88adb0	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/771/875/GCA_048771875.1_mCteGun2.hap1/GCA_048771875.1_mCteGun2.hap1_genomic.gff.gz	GCA_048771875.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/771/875/GCA_048771875.1_mCteGun2.hap1/GCA_048771875.1_mCteGun2.hap1_genomic.fna.gz	98.4	3.9	94.6	0.8	0.8
10181	Heterocephalus glaber	7e0c85aeda61a88a26034239f08f4495	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/883/595/GCF_053883595.1_H.glaber_assembly_v1.0/GCF_053883595.1_H.glaber_assembly_v1.0_genomic.gff.gz	GCF_053883595.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/053/883/595/GCF_053883595.1_H.glaber_assembly_v1.0/GCF_053883595.1_H.glaber_assembly_v1.0_genomic.fna.gz	99.2	3.1	96.1	0.0	0.8
10228	Trichoplax adhaerens	3019d2b7c32c38b61247fb02a1c94736	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/275/GCA_000150275.1_v1.0/GCA_000150275.1_v1.0_genomic.gff.gz	GCA_000150275.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/275/GCA_000150275.1_v1.0/GCA_000150275.1_v1.0_genomic.fna.gz	90.7	1.6	89.1	5.4	3.9
13151	Micromys minutus	6fdc2b97fc1c4386d9ef92088948f9de	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/924/665/GCF_963924665.1_mMicMin1.1/GCF_963924665.1_mMicMin1.1_genomic.gff.gz	GCF_963924665.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/924/665/GCF_963924665.1_mMicMin1.1/GCF_963924665.1_mMicMin1.1_genomic.fna.gz	96.1	5.4	90.7	0.8	3.1
13616	Monodelphis domestica	d706e7ee62e19b99ab4f38a76acb9f4b	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.2_mMonDom1.pri/GCF_027887165.2_mMonDom1.pri_genomic.gff.gz	GCF_027887165.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/887/165/GCF_027887165.2_mMonDom1.pri/GCF_027887165.2_mMonDom1.pri_genomic.fna.gz	99.2	4.7	94.6	0.0	0.8
27606	Eubalaena glacialis	f2ae06f4671ec802319930e009ab9fd8	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Eubalaena_glacialis/GCA_028571275.2/ensembl/geneset/2025_11/genes.gff3.gz	GCA_028571275.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/571/275/GCA_028571275.2_mEubGla1.1.hap1/GCA_028571275.2_mEubGla1.1.hap1_genomic.fna.gz	97.7	4.7	93.0	1.6	0.8
27610	Lagenorhynchus albirostris	d9c5386d3912c39b9a559e2c9a776338	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/774/975/GCF_949774975.1_mLagAlb1.1/GCF_949774975.1_mLagAlb1.1_genomic.gff.gz	GCF_949774975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/949/774/975/GCF_949774975.1_mLagAlb1.1/GCF_949774975.1_mLagAlb1.1_genomic.fna.gz	98.4	5.4	93.0	1.6	0.0
27615	Kogia breviceps	cfd584e64b815da001744c87c80ce835	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/419/965/GCF_026419965.1_mKogBre1_haplotype_1/GCF_026419965.1_mKogBre1_haplotype_1_genomic.gff.gz	GCF_026419965.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/419/965/GCF_026419965.1_mKogBre1_haplotype_1/GCF_026419965.1_mKogBre1_haplotype_1_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
27622	Molossus molossus	ca3e2d4fea9e5a6694abedbab67d8d79	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/108/415/GCF_014108415.1_mMolMol1.p/GCF_014108415.1_mMolMol1.p_genomic.gff.gz	GCF_014108415.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/108/415/GCF_014108415.1_mMolMol1.p/GCF_014108415.1_mMolMol1.p_genomic.fna.gz	100.0	6.2	93.8	0.0	0.0
27634	Artibeus lituratus	5e7772361d4e45c970b1cb442c514cf1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/363/095/GCA_038363095.4_mArtLit1.hap1/GCA_038363095.4_mArtLit1.hap1_genomic.gff.gz	GCA_038363095.4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/363/095/GCA_038363095.4_mArtLit1.hap1/GCA_038363095.4_mArtLit1.hap1_genomic.fna.gz	99.2	1.6	97.7	0.8	0.0
27675	Choloepus didactylus	fdf5dfdb6e99f4172fa472a6ae0a4744	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/235/GCF_015220235.1_mChoDid1.pri/GCF_015220235.1_mChoDid1.pri_genomic.gff.gz	GCF_015220235.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/220/235/GCF_015220235.1_mChoDid1.pri/GCF_015220235.1_mChoDid1.pri_genomic.fna.gz	99.2	12.4	86.8	0.8	0.0
27679	Saimiri boliviensis	4d52174ebfb7206e816611bd037f37c3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/565/385/GCF_048565385.1_mSaiBol1.pri/GCF_048565385.1_mSaiBol1.pri_genomic.gff.gz	GCF_048565385.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/048/565/385/GCF_048565385.1_mSaiBol1.pri/GCF_048565385.1_mSaiBol1.pri_genomic.fna.gz	98.4	7.8	90.7	0.8	0.8
28680	Anas acuta	8714e2516ebe4ff3d05e0c0eaf0b6e73	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/932/015/GCF_963932015.1_bAnaAcu1.1/GCF_963932015.1_bAnaAcu1.1_genomic.gff.gz	GCF_963932015.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/932/015/GCF_963932015.1_bAnaAcu1.1/GCF_963932015.1_bAnaAcu1.1_genomic.fna.gz	99.2	0.8	98.4	0.8	0.0
28737	Elephantulus edwardii	16b554e7df347a22fc9ebb43ae36eb4a	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/155/GCF_000299155.1_EleEdw1.0/GCF_000299155.1_EleEdw1.0_genomic.gff.gz	GCF_000299155.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/155/GCF_000299155.1_EleEdw1.0/GCF_000299155.1_EleEdw1.0_genomic.fna.gz	96.1	6.2	89.9	2.3	1.6
29064	Panthera uncia	208774ea977cc993ccad9301ded16bca	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/721/935/GCF_023721935.1_Puncia_PCG_1.0/GCF_023721935.1_Puncia_PCG_1.0_genomic.gff.gz	GCF_023721935.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/721/935/GCF_023721935.1_Puncia_PCG_1.0/GCF_023721935.1_Puncia_PCG_1.0_genomic.fna.gz	97.7	3.9	93.8	2.3	0.0
29065	Martes martes	6026f32b6145e082954c5a1fab69c51a	https://ftp.ebi.ac.uk/pub/ensemblorganisms/Martes_martes/GCA_963455335.1/ensembl/geneset/2024_08/genes.gff3.gz	GCA_963455335.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/455/335/GCA_963455335.1_mMarMar1.1/GCA_963455335.1_mMarMar1.1_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
29073	Ursus maritimus	a1a6669cbaa2d908dea2f0f18330ffb1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/311/325/GCF_017311325.1_ASM1731132v1/GCF_017311325.1_ASM1731132v1_genomic.gff.gz	GCF_017311325.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/311/325/GCF_017311325.1_ASM1731132v1/GCF_017311325.1_ASM1731132v1_genomic.fna.gz	100.0	0.8	99.2	0.0	0.0
29078	Eptesicus fuscus	1115b5b7f7d72e574ec6ab56b19daad4	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/574/615/GCF_027574615.1_DD_ASM_mEF_20220401/GCF_027574615.1_DD_ASM_mEF_20220401_genomic.gff.gz	GCF_027574615.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/574/615/GCF_027574615.1_DD_ASM_mEF_20220401/GCF_027574615.1_DD_ASM_mEF_20220401_genomic.fna.gz	99.2	6.2	93.0	0.8	0.0
